Event	ID	Name			Wwise Object Path	Notes
	102964689	Granchio_Death			\Default Work Unit\Enemies\Granchio\Granchio_Death	
	358356960	Esploratori_Melee_Attack_Light			\Default Work Unit\Enemies\Esploratori\Esploratori_Melee\Esploratori_Melee_Attack_Light	
	741717682	Granchio_Movement			\Default Work Unit\Enemies\Granchio\Granchio_Movement	
	779649011	Fumo_Barriera			\Default Work Unit\Enemies\Fumo_Barriera	
	918533762	Esploratori_Range_Death			\Default Work Unit\Enemies\Esploratori\Esploratori_Range\Esploratori_Range_Death	
	1065988030	Esploratori_Range_Attack_Fionda			\Default Work Unit\Enemies\Esploratori\Esploratori_Range\Esploratori_Range_Attack_Fionda	
	1305461393	Esploratori_Melee_Attack_Heavy			\Default Work Unit\Enemies\Esploratori\Esploratori_Melee\Esploratori_Melee_Attack_Heavy	
	1345158766	Esploratori_Melee_Movement			\Default Work Unit\Enemies\Esploratori\Esploratori_Melee\Esploratori_Melee_Movement	
	1417561903	Medusa_Idle			\Default Work Unit\Enemies\Medusa\Medusa_Idle	
	1612025955	Esploratori_Range_Movement			\Default Work Unit\Enemies\Esploratori\Esploratori_Range\Esploratori_Range_Movement	
	1654594242	Medusa_Movement			\Default Work Unit\Enemies\Medusa\Medusa_Movement	
	1791450527	Granchio_Idle			\Default Work Unit\Enemies\Granchio\Granchio_Idle	
	1827692119	Esploratori_Range_Damage			\Default Work Unit\Enemies\Esploratori\Esploratori_Range\Esploratori_Range_Damage	
	2094926061	Granchio_Attack_Heavy			\Default Work Unit\Enemies\Granchio\Granchio_Attack_Heavy	
	2343704765	Esploratori_Range_Attack_Light			\Default Work Unit\Enemies\Esploratori\Esploratori_Range\Esploratori_Range_Attack_Light	
	2712953313	Medusa_Death			\Default Work Unit\Enemies\Medusa\Medusa_Death	
	3290449462	Esploratori_Fionda_Impact_Ground			\Default Work Unit\Enemies\Esploratori\Esploratori_Range\Esploratori_Fionda_Impact_Ground	
	3402931632	Esploratori_Idle			\Default Work Unit\Enemies\Esploratori\Esploratori_Idle	
	3526485302	Esploratori_Melee_Damage			\Default Work Unit\Enemies\Esploratori\Esploratori_Melee\Esploratori_Melee_Damage	
	3539634845	Esploratori_Melee_Death			\Default Work Unit\Enemies\Esploratori\Esploratori_Melee\Esploratori_Melee_Death	
	3667127812	Granchio_Attack_Light			\Default Work Unit\Enemies\Granchio\Granchio_Attack_Light	
	3783657304	Esploratori_Range_Attack_Heavy			\Default Work Unit\Enemies\Esploratori\Esploratori_Range\Esploratori_Range_Attack_Heavy	
	4264334010	Granchio_Damage			\Default Work Unit\Enemies\Granchio\Granchio_Damage	

Game Parameter	ID	Name			Wwise Object Path	Notes
	2152744325	Kria_Health			\Default Work Unit\Kria\Kria_Health	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	52340448	esploratore_movement_lanterna_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_movement_lanterna\esploratore_movement_lanterna_003_2C420608.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_lanterna\esploratore_movement_lanterna_003		28125
	61577600	dissolvenza_death_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\dissolvenza_death\dissolvenza_death_002_C374174D.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\VFX\VFX\dissolvenza_death\dissolvenza_death_002		70940
	61716370	esploratore_weapon_impact_bastone_ground_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_weapon_impact_bastone_ground\esploratore_weapon_impact_bastone_ground_003_56E84C40.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Weapon_Impact\esploratore_weapon_impact_bastone_ground\esploratore_weapon_impact_bastone_ground_003		24460
	67607886	granchio_movement_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\granchio_movement\granchio_movement_003_B327639B.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Attack_Light\Granchio_Noise_01\granchio_movement_003		36854
	71743120	esploratore_movement_cloth_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_movement_cloth\esploratore_movement_cloth_001_1C18EB19.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_cloth\esploratore_movement_cloth_001		13565
	71845899	esploratore_movement_attack_coltello_squarcio_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_movement_attack_coltello_squarcio_001_2D620013.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_attacco\esploratore_movement_attacco_coltello_squarcio\esploratore_movement_attack_coltello_squarcio_001		47834
	81847857	esploratore_footsteps_stone_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_footsteps_stone_003_E6B61E94.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Footsteps_Concrete\esploratore_footsteps_stone_003		12150
	92530145	Esploratore_Voice_Damage_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\Esploratore_Voice_Damage_001_A098D342.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratore_Voice Damage\Esploratore_Voice_Damage_001		30000
	110976819	esploratore_weapon_impact_bastone_ground_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_weapon_impact_bastone_ground\esploratore_weapon_impact_bastone_ground_002_BB9F59AA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Weapon_Impact\esploratore_weapon_impact_bastone_ground\esploratore_weapon_impact_bastone_ground_002		23310
	124281461	esploratore_movement_attack_coltello_affondo_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_movement_attack_coltello_affondo_003_E420511C.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_attacco\esploratore_movement_attacco_coltello_affondo\esploratore_movement_attack_coltello_affondo_003		53549
	130230092	granchio_voice_attack_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\granchio_voice_attack_002_B15E68E4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Attack_Heavy\Attack_Heavy_\Granchio_Voice_Attack\granchio_voice_attack_002		60306
	137074154	medusa_death_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\medusa_death\medusa_death_001_21360756.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Medusa\medusa_death\medusa_death_001		54548
	150186104	esploratore_movement_cloth_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_movement_cloth\esploratore_movement_cloth_003_EF53937F.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_cloth\esploratore_movement_cloth_003		15228
	151045717	esploratore_movement_attack_coltello_squarcio_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_movement_attack_coltello_squarcio_002_9536525E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_attacco\esploratore_movement_attacco_coltello_squarcio\esploratore_movement_attack_coltello_squarcio_002		43100
	185166148	fumo_barriera	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\fumo_barriera_B729BF6B.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\VFX\VFX\fumo_barriera		442329
	187145479	esploratore_weapon_impact_bastone_ground_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_weapon_impact_bastone_ground\esploratore_weapon_impact_bastone_ground_001_85E28A99.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Weapon_Impact\esploratore_weapon_impact_bastone_ground\esploratore_weapon_impact_bastone_ground_001		28651
	193808438	esploratore_voice_attacco_coltello_squarcio_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_voice_attack_coltello_squarcio\esploratore_voice_attacco_coltello_squarcio_002_25FC40F6.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Voice_Attack\esploratore_voice_attack_coltello_squarcio\esploratore_voice_attacco_coltello_squarcio_002		34035
	194759813	granchio_footsteps_stone_004	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\granchio_footsteps_stone_004_84875D65.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Attack_Heavy\Granchio_Footsteps_Concrete\granchio_footsteps_stone_004		12418
	200847089	esploratori_death_body_fall_bastone_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_death\esploratori_death_body_fall_bastone\esploratori_death_body_fall_bastone_001_B4B23622.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_death_Body_Fall\esploratori_death_body_fall_bastone\esploratori_death_body_fall_bastone_001		43859
	217925141	granchio_movement_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\granchio_movement\granchio_movement_002_4CE4DFD7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Noise\granchio_movement_002		58630
	238332546	granchio_footsteps_stone_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\granchio_footsteps_stone_003_84875D65.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Attack_Heavy\Granchio_Footsteps_Concrete\granchio_footsteps_stone_003		12151
	246296580	esploratore_movement_cloth_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_movement_cloth\esploratore_movement_cloth_003_8AC6DD55.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_cloth_01\esploratore_movement_cloth_003		23676
	259797406	granchio_attack_swish_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\granchio_attack_swish\granchio_attack_swish_001_A771A5D0.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Attack_Light\granchio_attack_swish\granchio_attack_swish_001		14083
	268545431	esploratori_movement_attacco_bastone_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_movement_attacco\esploratore_movement_attacco_bastone\esploratori_movement_attacco_bastone_002_BE8E83F5.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_attacco\esploratore_movement_attacco_bastone\esploratori_movement_attacco_bastone_002		64987
	276901612	Medusa_Idle_Texture	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\medusa_idle_texture_95FF0589.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Medusa\Medusa_Idle_Texture		109639
	279907583	esploratori_death_body_fall_bastone_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_death\esploratori_death_body_fall_bastone\esploratori_death_body_fall_bastone_003_FE0BDB83.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_death_Body_Fall\esploratori_death_body_fall_bastone\esploratori_death_body_fall_bastone_003		43567
	281684754	Granchio_Swoosh_Low_short_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\Granchio_Swoosh_Low_short_003_80F4B39A.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Attack_Heavy\Attack_Heavy_\Granchio_Swoosh_Attack\Granchio_Swoosh_Low_short_003		25510
	282310422	esploratori_voice_attacco_fionda_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_voice_attacco_fionda\esploratori_voice_attacco_fionda_001_1886C428.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Voice_Attack\esploratore_voice_attacco_fionda\esploratori_voice_attacco_fionda_001		54563
	307946513	Esploratore_Voice_death_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\Esploratore_Voice_death_003_860971E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratore_Voice_Death\Esploratore_Voice_death_003		33365
	323386900	Esploratore_Voice_Attack_coltello_affondo_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_voice_attack_coltello_affondo\Esploratore_Voice_Attack_coltello_affondo_001_DE5DF8E8.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Voice_Attack\esploratore_voice_attack_coltello_affondo\Esploratore_Voice_Attack_coltello_affondo_001		45934
	348559814	esploratore_weapon_impact_fionda_ground_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_weapon_impact_fionda_ground\esploratore_weapon_impact_fionda_ground_001_375FD297.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Weapon_Impact\esploratore_weapon_impact_fionda_ground\esploratore_weapon_impact_fionda_ground_001		24376
	351823230	esploratore_death_body_fall_coltello_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_death\esploratori_death_body_fall_coltello\esploratore_death_body_fall_coltello_003_084DDE56.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_death_Body_Fall\esploratori_death_body_fall_coltello\esploratore_death_body_fall_coltello_003		46101
	356332769	Esploratore_Voice_Damage_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\Esploratore_Voice_Damage_002_FD14F071.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratore_Voice Damage\Esploratore_Voice_Damage_002		35458
	356430669	esploratore_voice_attacco_coltello_squarcio_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_voice_attack_coltello_squarcio\esploratore_voice_attacco_coltello_squarcio_001_880885F9.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Voice_Attack\esploratore_voice_attack_coltello_squarcio\esploratore_voice_attacco_coltello_squarcio_001		33495
	390134407	medusa_death_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\medusa_death\medusa_death_002_9BC67A12.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Medusa\medusa_death\medusa_death_002		34817
	402946032	esploratori_movement_attacco_bastone_colpo_basso_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_movement_attacco_bastone_colpo_basso_003_B42EB395.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_attacco\esploratore_movement_attacco_bastone_colpo_basso\esploratori_movement_attacco_bastone_colpo_basso_003		57697
	418510054	granchio_voice_attack_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\granchio_voice_attack_001_A749651F.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Attack_Heavy\Attack_Heavy_\Granchio_Voice_Attack\granchio_voice_attack_001		51957
	421091737	esploratore_movement_lanterna_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_movement_lanterna\esploratore_movement_lanterna_001_1E3F3FB8.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_lanterna\esploratore_movement_lanterna_001		29838
	424420683	Esploratore_Voice_Attacco_bastone_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratore_voice_attacco_bastone\Esploratore_Voice_Attacco_bastone_001_A58F6BA5.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\Esploratori_Voice_Attack\esploratore_voice_attacco_bastone\Esploratore_Voice_Attacco_bastone_001		45725
	426360925	esploratori_movement_attacco_bastone_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_movement_attacco\esploratore_movement_attacco_bastone\esploratori_movement_attacco_bastone_001_C8BE7DA3.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_attacco\esploratore_movement_attacco_bastone\esploratori_movement_attacco_bastone_001		67111
	471969034	granchio_weapon_impact_ground_002	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\granchio_weapon_impact_ground_002_96C920E4.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Attack_Heavy\Attack_Heavy_\Granchio_Weapon_Impact_Concrete\granchio_weapon_impact_ground_002		21437
	493638575	esploratori_movement_attacco_bastone_colpo_basso_001	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\esploratori_movement_attacco_bastone_colpo_basso_001_928E42AB.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Esploratori\esploratori_movement_attacco\esploratore_movement_attacco_bastone_colpo_basso\esploratori_movement_attacco_bastone_colpo_basso_001		59613
	507409597	granchio_weapon_impact_ground_003	C:\Users\anty\Desktop\Prototipo Tesi 7.1\Prototipo Tesi 7.1\Prototipo Tesi 7.1\.cache\Windows\SFX\granchio_weapon_impact_ground_003_14519FDA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Enemies\Enemies\Granchio\Granchio_Attack_Heavy\Attack_Heavy_\Granchio_Weapon_Impact_Concrete\granchio_weapon_impact_ground_003		21201
